ID,Account Type,Opening Balance,Closing Balance
O06122151,Balanced,15528.06,11748.3
A03653314,Low Risk,52570.2,44804.89
V01804276,Balanced,19124.64,14572.65
K03367793,Balanced,17804.37,13535.86
U07911019,High Growth,36466.55,24356.28
U03039953,High Growth,54833.01,36836.21
Z06433206,Balanced,47018.13,36477.07
J02890188,High Growth,32026.09,21339.0
U06021091,High Growth,53819.48,36147.52
G02258974,Low Risk,56581.59,48232.33
Y01933255,Balanced,62232.3,48424.57
J06511593,Balanced,12283.11,9200.08
V01378228,Balanced,31292.88,24128.22
Y01424855,Low Risk,31677.06,26953.23
Q06363404,High Growth,23539.19,15572.19
I00511344,Balanced,13675.11,10293.2
N07185960,High Growth,26365.28,17492.51
V07534997,Balanced,23424.33,17949.14
O04687447,High Growth,22875.03,15120.89
L09290602,High Growth,31367.09,20891.22
P04539278,Balanced,52951.79,41136.7
H00365228,Low Risk,51674.92,44039.94
Q03685144,Balanced,50156.24,38941.38
J03036698,Low Risk,92152.26,78624.87
P01837246,Low Risk,20596.67,17485.85
V04585634,Balanced,58182.73,45244.49
L03484668,Low Risk,44706.99,38086.35
H09423724,Low Risk,26816.19,22799.97
U05789563,Low Risk,22652.03,19242.0
N08841954,Low Risk,51078.05,43529.96
H04663609,High Growth,32282.85,21513.47
Z06264758,High Growth,34639.69,23114.93
G05682029,High Growth,12517.93,8083.29
W05285351,High Growth,33210.93,22144.1
F04950400,High Growth,58859.81,39572.41
O06993071,Balanced,63793.8,49650.79
F09849463,Balanced,44781.95,34721.02
Z09191273,High Growth,10582.56,6768.21
T04302300,Balanced,27627.6,21249.92
I00921176,Low Risk,14112.19,11945.33
L09650130,Low Risk,50869.32,43351.61
D08385871,High Growth,41063.61,27479.96
C01006644,Balanced,33833.47,26123.31
B05776519,High Growth,28850.56,19181.24
B09991915,Balanced,20720.13,15825.57
U05143338,High Growth,35904.36,23974.27
D06917233,Balanced,57013.01,44325.92
T08125915,Low Risk,27888.59,23716.26
P08221119,Balanced,53433.54,41515.01
F01570598,Low Risk,11644.75,9837.08
E00207678,High Growth,32505.64,21664.86
I08076862,High Growth,72739.71,49003.75
Q03987558,High Growth,36815.23,24593.2
A07612621,Low Risk,41124.37,35025.27
Q00014776,Balanced,35779.96,27651.87
T04021214,Low Risk,37655.43,32061.31
N04349899,Low Risk,29081.07,24735.15
J08688967,Low Risk,38997.03,33207.61
M04508463,Balanced,40105.68,31048.8
U03511188,Balanced,69710.69,54297.26
F00168128,Balanced,10255.42,7607.76
O03013273,Low Risk,61084.7,52079.91
T09621820,Balanced,27333.87,21019.26
V09259780,High Growth,66401.26,44696.79
V07809627,Balanced,67978.74,52937.18
Y09806334,Balanced,25467.31,19553.47
H01574262,Balanced,7888.62,5749.14
D08147307,High Growth,24876.28,16480.74
N09768340,High Growth,20415.88,13449.91
P00264671,Balanced,24936.0,19136.24
U00789728,Low Risk,41166.34,35061.13
T07239337,Balanced,42459.53,32897.25
Q03864944,Low Risk,6790.45,5689.44
B02387267,Low Risk,74560.59,63594.07
G02604960,Low Risk,32636.34,27772.87
Z03203270,Balanced,27353.86,21034.95
D07201773,High Growth,51730.3,34727.94
Q09048788,High Growth,41317.35,27652.38
L07000611,Balanced,15664.04,11855.08
D08864899,High Growth,23885.27,15807.35
C08004150,Balanced,70060.58,54572.02
I09426390,Low Risk,33026.46,28106.19
Z06061247,Balanced,15652.38,11845.92
F03213887,Low Risk,46531.75,39645.48
I09744715,High Growth,21789.17,14383.06
Y08230436,High Growth,32266.63,21502.45
L04574751,High Growth,22212.14,14670.46
I06876589,High Growth,20173.84,13285.45
Y03291140,Balanced,18603.19,14163.16
G00967018,Low Risk,35227.92,29987.18
J05790831,Low Risk,39933.18,34007.48
I04470774,Balanced,47614.51,36945.4
I05932903,Balanced,59269.41,46097.85
Z02555440,High Growth,31643.8,21079.24
K09359261,Balanced,29718.49,22891.87
N08434698,Low Risk,21023.55,17850.58
M03229547,High Growth,23447.58,15509.94
T07888472,Balanced,45010.73,34900.68
H08542424,Low Risk,51318.55,43735.45
I03611484,Balanced,45530.33,35308.71
B09512584,Balanced,16370.08,12409.52
Q08703167,Low Risk,16236.64,13760.52
U09789003,Balanced,29085.36,22394.68
N01146341,Low Risk,20785.28,17647.0
E03674714,Balanced,21108.65,16130.67
T04511142,Low Risk,36363.5,30957.45
M01247077,Low Risk,27507.87,23390.96
C05984569,Balanced,31283.56,24120.9
X07911265,Low Risk,55254.45,47098.39
E07018871,High Growth,34407.5,22957.16
E05119489,High Growth,13871.5,9003.03
O02891023,Balanced,85733.8,66880.01
F04814643,Low Risk,27840.45,23675.13
M02348056,Balanced,42764.88,33137.04
P01024237,Low Risk,39972.18,34040.8
P02075425,Balanced,28304.18,21781.23
L09598010,Balanced,30035.09,23140.49
S05442670,High Growth,14915.89,9712.69
F04539171,High Growth,18721.72,12298.74
O00715075,Low Risk,21216.59,18015.52
E05482482,High Growth,50959.26,34204.02
G06577759,Low Risk,38889.26,33115.53
U00085303,High Growth,33504.41,22343.52
M03772949,High Growth,46906.26,31450.02
Z02944095,Low Risk,30261.71,25743.92
V08298690,Low Risk,54518.75,46469.79
H00026228,High Growth,37042.2,24747.43
S04118200,Low Risk,58500.1,49871.56
U07700514,Balanced,13573.71,10213.57
J06388564,Low Risk,37243.71,31709.53
P08439291,High Growth,58757.23,39502.71
L09402350,Low Risk,39255.63,33428.57
S02571157,High Growth,80484.72,54266.45
O01495532,High Growth,25549.74,16938.35
H08382255,Low Risk,73995.3,63111.08
T00396918,Low Risk,44595.04,37990.7
F09724011,High Growth,10286.22,6566.85
V08865670,Balanced,39729.68,30753.53
R08522958,High Growth,12675.28,8190.21
V07179363,Low Risk,17572.3,14901.74
E09150444,High Growth,15643.17,10206.87
R00113586,Balanced,19587.89,14936.43
V01435238,High Growth,19257.34,12662.69
M03172226,Low Risk,34463.82,29334.31
J02243549,High Growth,36692.08,24509.52
M08771090,Balanced,42966.51,33295.38
U06690179,Low Risk,40646.26,34616.76
T03162713,High Growth,26264.57,17424.07
C03133655,Low Risk,20597.27,17486.36
A09361415,Balanced,15470.02,11702.72
C09422570,Low Risk,31900.18,27143.87
Z08679139,Balanced,26665.05,20494.04
S08713300,Low Risk,43910.5,37405.81
B03902379,High Growth,29434.58,19578.08
T08405221,Low Risk,34009.32,28945.98
X07253162,Low Risk,18365.77,15579.71
Q02373650,Balanced,28447.52,21893.79
N08368167,Low Risk,46410.86,39542.19
W07437071,Low Risk,15079.56,12771.88
M09837390,High Growth,37163.82,24830.07
K08403924,Balanced,51729.1,40176.53
P04139634,Balanced,27812.3,21394.96
I03143727,High Growth,30457.01,20272.82
O01980353,Balanced,57319.97,44566.97
D07857141,High Growth,26455.78,17554.0
O03439286,High Growth,27943.29,18564.76
A03045461,Low Risk,25783.57,21917.67
S02861002,High Growth,18913.55,12429.08
C02698665,High Growth,77691.34,52368.36
S08361701,Balanced,45980.66,35662.35
I01473042,Balanced,26051.99,20012.61
Y09762021,Low Risk,28356.53,24116.08
Q04258471,Low Risk,26278.6,22340.64
P02936153,High Growth,36817.86,24594.99
S04082220,Low Risk,36138.69,30765.37
R07081563,Low Risk,70419.96,60056.21
F04724022,High Growth,48437.74,32490.65
E07548184,Balanced,15844.35,11996.68
D00661824,Balanced,37272.2,28823.7
G01629350,Low Risk,23924.74,20329.44
G06331614,Balanced,23093.09,17689.02
N09532135,Low Risk,26059.87,22153.75
B09997942,Balanced,49766.01,38634.94
S02682949,Balanced,23789.99,18236.29
J00999848,Low Risk,37469.12,31902.12
K08598395,Low Risk,33483.11,28496.37
G03805632,Balanced,13045.59,9798.84
D09454733,High Growth,19313.47,12700.83
S05052842,Balanced,12015.68,8990.07
R08045780,Low Risk,42158.32,35908.7
Z05978590,Low Risk,23748.46,20178.82
M02765068,Low Risk,52988.22,45162.06
V01618606,Balanced,29989.52,23104.71
T09536056,Low Risk,17140.56,14532.85
U07450910,Balanced,11833.41,8846.93
P00892019,Balanced,31907.01,24610.49
Z07413024,Low Risk,61217.3,52193.21
Z07275279,Balanced,29390.12,22634.0
M07421442,Low Risk,16781.83,14226.34
C02740646,High Growth,36588.94,24439.44
I00792952,High Growth,46524.0,31190.28
U09170111,Balanced,13937.08,10498.92
V07265299,Balanced,46686.83,36216.9
O01521640,Low Risk,44756.22,38128.42
V05742482,Balanced,25626.29,19678.31
Q01714162,High Growth,32250.72,21491.64
C03139038,Balanced,47677.36,36994.75
H02608133,Balanced,116165.88,90777.95
J09832999,Balanced,35665.23,27561.77
R02703794,Balanced,48865.95,37928.14
H07538261,Low Risk,29169.54,24810.74
F02961404,Low Risk,43869.25,37370.57
Q07918057,Balanced,41138.92,31860.19
H01852275,Balanced,38809.2,30030.69
J05701099,Balanced,44903.78,34816.69
G08110038,Balanced,26819.53,20615.35
I04784885,Balanced,27335.87,21020.83
M01274679,Balanced,18647.84,14198.22
C06320259,High Growth,29079.58,19336.86
Q05993026,Low Risk,24631.28,20933.13
J06207719,Low Risk,25639.04,21794.18
J01375447,Low Risk,23248.77,19751.87
S02201069,High Growth,28515.01,18953.24
R02678772,High Growth,24019.18,15898.34
K02878297,High Growth,67833.87,45670.25
Q03590839,Balanced,39219.04,30352.53
G06111865,Low Risk,41039.18,34952.48
F06619327,Low Risk,48220.59,41088.47
B05161702,Low Risk,45871.38,39081.24
G02847573,High Growth,13742.6,8915.44
I06101854,Low Risk,12718.56,10754.58
D00893202,Low Risk,33216.26,28268.36
F03689270,Balanced,9560.22,7061.82
C00276388,High Growth,55502.8,37291.33
R01890864,Low Risk,23397.22,19878.71
I03007606,Balanced,22118.56,16923.74
D04599792,Low Risk,30851.42,26247.78
X00681827,Balanced,28679.97,22076.33
K07558924,High Growth,20460.44,13480.19
J07971554,Balanced,66232.39,51565.79
O02232686,Balanced,35282.11,27260.91
O02166261,High Growth,18736.97,12309.1
H03164586,Low Risk,73219.76,62448.43
C06975928,Low Risk,25466.71,21646.94
F09321133,Balanced,43085.57,33388.87
F08299851,Balanced,96209.81,75106.69
C02611773,Low Risk,38897.58,33122.64
S08139123,Low Risk,18172.58,15414.64
F09510921,Low Risk,56600.46,48248.46
U01496351,Low Risk,53137.46,45289.57
U00118087,Low Risk,30372.22,25838.34
K06788961,Low Risk,47568.35,40531.18
Y04370009,High Growth,29278.8,19472.23
V09203976,Low Risk,25600.06,21760.88
P02457914,High Growth,39855.17,26658.83
U00431635,Low Risk,49758.82,42402.77
J07669820,High Growth,32961.18,21974.39
H02265269,High Growth,15246.44,9937.3
B04668090,High Growth,25554.26,16941.42
G02374189,Balanced,25246.5,19380.07
G04008850,Balanced,30077.65,23173.91
L07193145,Low Risk,54189.09,46188.12
F04473624,Balanced,23338.68,17881.88
Y00420131,Balanced,27245.61,20949.95
K03287134,Balanced,19104.37,14556.73
K00530495,Low Risk,12310.47,10405.89
D05227712,High Growth,17476.28,11452.47
C00135161,High Growth,40757.03,27271.64
F02365924,High Growth,28427.99,18894.11
K00758874,Balanced,17839.75,13563.64
W01151301,Low Risk,48560.18,41378.62
S06202566,Balanced,53859.34,41849.38
V05046031,Balanced,77362.63,60306.23
N06771661,Balanced,29254.23,22527.29
L07426927,High Growth,27290.21,18120.99
J01693159,Low Risk,16978.43,14394.32
I06519104,Low Risk,36522.61,31093.4
H06777852,Low Risk,22321.98,18960.0
X01663186,Low Risk,30346.24,25816.14
B00660814,High Growth,22795.04,15066.54
Q01937346,Balanced,40391.59,31273.32
X07912016,High Growth,26180.4,17366.88
E07432661,Low Risk,34090.85,29015.64
M08124045,Low Risk,39506.67,33643.06
P06864579,Balanced,12700.25,9527.65
K07934255,Balanced,29784.62,22943.8
H02716705,Balanced,17190.1,13053.48
Z02269898,Low Risk,31829.37,27083.37
X04318874,Balanced,20603.29,15733.81
E02196494,High Growth,55730.76,37446.23
Z05958193,Low Risk,24639.93,20940.52
E06499731,Balanced,67516.1,52573.87
F06923277,Low Risk,23801.69,20224.3
J05033125,Balanced,30995.09,23894.37
G06336410,Balanced,30299.0,23347.74
L03534626,Low Risk,31408.94,26724.14
M09516039,Balanced,63227.63,49206.19
H05866397,Low Risk,56862.79,48472.6
J09670348,High Growth,50423.74,33840.13
R05967593,High Growth,24658.8,16332.96
P02559539,High Growth,37124.22,24803.16
M00447719,Balanced,14422.01,10879.73
P02199083,Balanced,48752.94,37839.39
M09116918,High Growth,105829.13,71487.87
A07441720,Balanced,32585.16,25143.03
L01616303,Low Risk,22538.66,19145.14
I02114260,Low Risk,53579.97,45667.67
E01826588,High Growth,40127.47,26843.86
O03029605,Balanced,31750.82,24487.83
C05888758,High Growth,76455.91,51528.89
D02953864,Low Risk,23218.89,19726.34
M02039747,High Growth,34759.84,23196.58
W03650805,High Growth,17442.68,11429.63
I03195971,Balanced,37750.26,29199.12
L03173827,Low Risk,9829.73,8286.28
L00896506,Balanced,32658.95,25200.98
F05238048,Balanced,49564.79,38476.93
X05120916,Balanced,20821.91,15905.49
W04943169,Low Risk,50873.67,43355.33
Q06967009,Balanced,45175.36,35029.96
X09391343,High Growth,46681.27,31297.14
X02343633,Low Risk,24627.1,20929.55
G00743978,Low Risk,21889.99,18590.89
C09816986,Low Risk,30870.15,26263.78
T03482732,Balanced,64631.66,50308.76
Z07086541,Balanced,54427.07,42295.22
S02472227,Low Risk,18245.97,15477.35
N05053421,Low Risk,23300.2,19795.82
G05968449,Low Risk,34914.02,29718.98
T05727691,High Growth,43615.71,29214.1
F07402610,Balanced,23273.24,17830.49
C06693654,Low Risk,32261.23,27452.36
O08052110,High Growth,44114.98,29553.36
P07065212,Low Risk,24510.3,20829.76
Z08904462,Balanced,25692.31,19730.16
P03862145,Balanced,54211.66,42126.06
E06466650,Low Risk,20606.27,17494.05
W09569459,Balanced,25037.52,19215.96
U04819446,High Growth,51093.47,34295.21
M04674275,Balanced,61929.63,48186.88
I02088274,High Growth,27103.03,17993.8
I04727758,High Growth,35436.13,23656.11
P00358383,Low Risk,39042.23,33246.23
S09115823,High Growth,31593.69,21045.19
S06098145,Low Risk,50848.2,43333.57
R03407990,Low Risk,16198.88,13728.26
H05898307,Balanced,41511.09,32152.45
L00330246,High Growth,28623.54,19026.98
E05396660,Low Risk,33460.36,28476.93
G08690816,High Growth,12508.24,8076.7
S01405520,Balanced,42866.7,33217.0
J00886095,High Growth,20825.93,13728.54
C07219570,High Growth,41532.02,27798.24
M06188202,Low Risk,23296.15,19792.36
T09373493,Low Risk,32051.7,27273.33
E09437651,Low Risk,16056.01,13606.18
I00930242,Balanced,40637.34,31466.31
S01140686,Low Risk,35816.22,30489.84
U02554365,Low Risk,34881.98,29691.6
M08541390,High Growth,23742.63,15710.43
B02411011,Balanced,40890.26,31664.92
S06824769,Low Risk,42359.24,36080.37
J06178322,Low Risk,24622.51,20925.63
T08784473,Low Risk,64349.53,54869.47
W01234438,High Growth,16272.28,10634.35
D01407365,Low Risk,39090.64,33287.59
X05021187,Balanced,16476.82,12493.35
P09414369,Low Risk,66520.39,56724.31
H02813948,Low Risk,29997.37,25518.06
E07939866,Balanced,25400.44,19500.96
D02773786,Balanced,25273.22,19401.05
A00927771,Balanced,37909.3,29324.01
F08940515,High Growth,13868.11,9000.73
K05191593,High Growth,46433.58,31128.84
Z04050746,Balanced,38828.52,30045.86
U05642887,Balanced,52013.4,40399.79
L03976280,Low Risk,45099.41,38421.65
X08455589,High Growth,61218.97,41175.45
P05143033,Balanced,20985.64,16034.07
Y07948677,Balanced,21616.63,16529.58
B02679536,High Growth,36681.26,24502.17
K03030476,High Growth,43913.9,29416.72
X07354502,High Growth,30528.63,20321.49
Y04506172,Low Risk,47911.61,40824.47
Z05287896,Low Risk,14823.21,12552.85
S05935896,Low Risk,63707.84,54321.19
P09985441,Low Risk,30642.04,26068.88
K03574199,Balanced,26397.93,20284.27
Y03740332,Balanced,28558.19,21980.7
L01752000,Low Risk,19155.57,16254.53
D08135551,Low Risk,19138.99,16240.37
D06482746,Balanced,22087.59,16899.42
Q05031485,Balanced,10620.14,7894.17
A08514724,Balanced,57999.36,45100.49
T00316459,High Growth,94307.23,63658.79
G05415171,High Growth,22042.08,14554.91
X03145200,Low Risk,33571.76,28572.11
S00333356,High Growth,53615.03,36008.6
V03935722,Low Risk,27183.07,23113.44
E08882069,Balanced,37022.55,28627.66
L08220709,High Growth,15036.77,9794.83
S08664393,Low Risk,38883.8,33110.86
T09504814,High Growth,43417.85,29079.66
T05162524,Balanced,18479.26,14065.84
S00068991,High Growth,23120.64,15287.79
T04599506,Balanced,28137.68,21650.48
Y05405030,Balanced,19575.45,14926.66
S03863428,High Growth,26559.05,17624.17
F02421512,Low Risk,30250.16,25734.05
S08050368,High Growth,32218.65,21469.85
N07986082,High Growth,44765.23,29995.2
L09872449,Low Risk,21073.44,17893.21
N08368968,High Growth,17348.95,11365.95
I02519294,Balanced,54063.18,42009.46
D07841677,Low Risk,24937.58,21194.84
O07912539,Low Risk,19763.45,16773.92
E05263529,Low Risk,33926.57,28875.27
Z08897136,High Growth,41115.74,27515.38
M04903647,High Growth,46394.9,31102.55
S06751107,Balanced,40161.65,31092.75
S06695373,Low Risk,48918.44,41684.73
Z05870298,High Growth,44701.24,29951.72
M01534050,High Growth,20673.24,13624.79
Z09735374,High Growth,33890.41,22605.8
O06279783,Low Risk,12353.18,10442.39
V07723746,Balanced,37573.99,29060.7
K03544454,Balanced,46314.97,35924.88
F03655563,Balanced,29107.89,22412.37
W04204968,Balanced,81646.41,63670.23
A02695766,Low Risk,51754.03,44107.54
P05330881,Low Risk,66891.28,57041.21
S05480747,Low Risk,30565.23,26003.25
Q07366175,Low Risk,54341.73,46318.54
Q01284663,Balanced,92828.57,72451.45
U06924532,High Growth,15990.23,10442.7
L01038913,High Growth,50042.96,33581.39
Y05011450,High Growth,17388.94,11393.12
D08362498,Balanced,17764.25,13504.35
N07803975,High Growth,59169.65,39782.94
G04054232,High Growth,29803.6,19828.83
N00853008,High Growth,12192.42,7862.1
K04890745,Low Risk,24461.57,20788.12
K03028474,Balanced,93553.14,73020.44
L03363971,High Growth,79853.2,53837.33
Z09698512,Balanced,26467.1,20338.59
K04244078,Low Risk,36539.05,31107.45
H06474675,High Growth,35967.65,24017.28
C02312611,High Growth,38152.1,25501.6
G06209011,Low Risk,17302.66,14671.36
J02235291,Balanced,15346.96,11606.08
L00810034,Low Risk,29219.32,24853.27
D07631914,High Growth,39112.01,26153.86
F05589430,High Growth,40434.1,27052.21
J09601075,High Growth,15714.01,10255.01
W02435231,Low Risk,33042.38,28119.8
I06243145,High Growth,20146.01,13266.54
B08038084,High Growth,25613.67,16981.79
W08999168,High Growth,59465.43,39983.93
L02673338,Balanced,56768.13,44133.62
Z06626767,High Growth,28409.48,18881.53
F07236792,High Growth,21132.87,13937.1
T08804263,Balanced,19907.63,15187.52
U01657064,High Growth,53130.29,35679.22
K07215422,Balanced,44384.62,34409.0
K08436114,Balanced,19287.05,14700.19
D05155288,High Growth,12917.74,8354.96
J04111729,Low Risk,33746.96,28721.81
J04353611,Low Risk,11367.48,9600.18
G07227114,Balanced,19190.56,14624.41
R01843991,High Growth,45443.05,30455.77
G06646890,Low Risk,74321.66,63389.93
C06202474,High Growth,19685.58,12953.68
O09551332,High Growth,23373.84,15459.83
P08757527,Balanced,64067.74,49865.92
H02225443,Low Risk,63994.08,54565.76
X03892362,Balanced,35185.99,27185.43
T07056848,High Growth,12228.42,7886.57
I06740828,Low Risk,58644.78,49995.18
Y08604144,High Growth,43458.39,29107.21
X00668355,High Growth,21694.26,14318.57
O00948683,Low Risk,45598.05,38847.7
F08842883,Balanced,24970.53,19163.35
L01817805,Balanced,41158.03,31875.2
Z04086163,Low Risk,38233.41,32555.15
T01654386,Balanced,25815.89,19827.2
R00941875,Balanced,28800.9,22171.3
Q07843470,Balanced,31662.92,24418.81
O08829375,Low Risk,21727.69,18452.22
N07057130,High Growth,45709.89,30637.09
D02158105,Low Risk,48262.93,41124.65
O04905173,Balanced,48493.12,37635.36
E01303947,Low Risk,26094.75,22183.55
Q07001814,Balanced,15715.49,11895.48
V06324009,Low Risk,43751.7,37270.13
S09882187,Balanced,21566.36,16490.1
Z07052074,Balanced,30068.45,23166.69
S04396928,High Growth,28062.15,18645.52
P04145984,High Growth,16958.3,11100.5
O07465748,Balanced,58302.47,45338.52
N03044092,High Growth,42676.05,28575.61
M00863263,Balanced,21641.36,16549.0
A04602780,Balanced,23271.54,17829.16
W04475426,Balanced,39360.91,30463.94
N04551510,Low Risk,61672.42,52582.07
H07977202,Low Risk,62036.61,52893.25
C00278974,High Growth,34420.65,22966.1
N05808448,Low Risk,19755.46,16767.09
E04332066,Balanced,13486.96,10145.45
Q00278234,High Growth,21551.08,14221.28
Q07652192,Low Risk,13081.46,11064.65
